Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
8443;Spyro: Shadow Legacy;DS;2005;Action;Vivendi Games;0.14;0.01;0;0.01;0.17
8444;Resident Evil;SAT;1997;Action;Capcom;0;0;0.17;0;0.17
8445;Wildstar;PC;2014;Role-Playing;NCSoft;0.08;0.07;0;0.02;0.17
8447;Apache: Air Assault;X360;2010;Simulation;Activision;0.12;0.04;0;0.01;0.17
8452;Cubivore: Survival of the Fittest;GC;2002;Adventure;Nintendo;0.01;0;0.15;0;0.17
8453;The Sims 3: Seasons;PC;2012;Simulation;Electronic Arts;0;0.13;0;0.03;0.17
8454;Anarchy Reigns;X360;2012;Action;Sega;0.11;0.02;0.02;0.01;0.17
8457;NCAA Basketball 09;PS3;2008;Sports;Electronic Arts;0.15;0;0;0.01;0.17
8463;Thrillville: Off the Rails;X360;2007;Strategy;LucasArts;0.13;0.02;0;0.01;0.16
8464;Hyperdimension Neptunia Victory;PS3;2012;Role-Playing;Compile Heart;0.05;0.03;0.06;0.02;0.16
8467;Sid Meier's Pirates!;Wii;2010;Strategy;Take-Two Interactive;0.13;0.02;0;0.01;0.16
8472;Star Wars: Super Bombad Racing;PS2;2001;Racing;LucasArts;0.08;0.06;0;0.02;0.16
8476;Chaotic: Shadow Warriors;PS3;2009;Action;Activision;0.15;0;0;0.01;0.16
8477;Leisure Suit Larry: Box Office Bust;X360;2009;Adventure;Codemasters;0.14;0.01;0;0.01;0.16
8478;Alien Resurrection;PS;2000;Shooter;Fox Interactive;0.09;0.06;0;0.01;0.16
8479;World Tour Soccer 2005;PS2;2004;Sports;Sony Computer Entertainment;0.08;0.06;0;0.02;0.16
8480;Dungeon Siege: Throne of Agony;PSP;2006;Role-Playing;Take-Two Interactive;0.13;0.02;0;0.02;0.16
8482;F1 2011;3DS;2011;Racing;Codemasters;0.07;0.08;0;0.02;0.16
8485;Create;PS3;2010;Action;Electronic Arts;0.11;0.03;0;0.02;0.16
8486;Lufia: Curse of the Sinistrals;DS;2010;Role-Playing;Square Enix;0.12;0;0.03;0.01;0.16
8487;El Shaddai: Ascension of the Metatron;X360;2011;Action;Ignition Entertainment;0.07;0.05;0.03;0.01;0.16
8488;ESPN College Hoops;PS2;2003;Sports;Sega;0.08;0.06;0;0.02;0.16
8489;Thor: God of Thunder;Wii;2011;Action;Sega;0.11;0.04;0;0.01;0.16
8490;F1 Championship Season 2000;PS2;2000;Racing;Electronic Arts;0.06;0.05;0.03;0.02;0.16
8491;Guilty Gear Judgment;PSP;2006;Fighting;Majesco Entertainment;0.13;0;0.02;0.01;0.16
8493;Clash of the Titans;X360;2010;Action;Namco Bandai Games;0.08;0.06;0;0.02;0.16
8494;Around the World in 80 Days;DS;2010;Action;PlayV;0;0.14;0;0.02;0.16
8495;Robotech: Battlecry;GC;2002;Shooter;TDK Mediactive;0.13;0.03;0;0;0.16
8496;True Swing Golf;DS;2005;Sports;Nintendo;0.11;0;0.04;0.01;0.16
8498;Bomberman Land;PS;2000;Misc;Hudson Soft;0;0;0.15;0.01;0.16
8499;Paws & Claws: Pet Resort;GBA;2006;Simulation;THQ;0.12;0.04;0;0;0.16
8500;Kya: Dark Lineage;PS2;2003;Adventure;Atari;0.08;0.06;0;0.02;0.16
8502;Curious George;GBA;2006;Action;Namco Bandai Games;0.12;0.04;0;0;0.16
8503;Monster Jam;Wii;2007;Racing;Activision;0.15;0;0;0.01;0.16
8505;Stronghold 3;PC;2011;Strategy;N/A;0.06;0.1;0;0;0.16
8508;Lethal Skies II;PS2;2003;Simulation;Sammy Corporation;0.08;0.06;0;0.02;0.16
8515;Warriors Orochi 3;X360;2011;Action;Ubisoft Annecy;0.09;0.03;0.03;0.01;0.16
8517;Hannah Montana: Rock Out the Show;PSP;2009;Misc;Disney Interactive Studios;0.13;0.01;0;0.02;0.16
8520;Midway Arcade Treasures 2;GC;2004;Misc;Midway Games;0.13;0.03;0;0;0.16
8524;N2O: Nitrous Oxide;PS;1998;Racing;Gremlin Interactive Ltd;0.09;0.06;0;0.01;0.16
8526;Heroes over Europe;PS3;2009;Simulation;Ubisoft;0.12;0.02;0;0.02;0.16
8527;Dancing With The Stars;PS2;2007;Misc;Activision;0.08;0.06;0;0.02;0.16
8528;Major League Baseball 2K12;Wii;2012;Sports;Take-Two Interactive;0.15;0;0;0.01;0.16
8529;Pro Evolution Soccer 2015;X360;2014;Sports;Konami Digital Entertainment;0.05;0.1;0;0.01;0.16
8533;Crash Tag Team Racing;GC;2005;Racing;Vivendi Games;0.12;0.03;0;0;0.16
8535;Ready 2 Rumble Revolution;Wii;2009;Sports;Atari;0.15;0;0;0.01;0.16
8538;TimeSplitters: Future Perfect;XB;2005;Shooter;Electronic Arts;0.12;0.03;0;0.01;0.16
8539;Midway Arcade Treasures 3;PS2;2005;Misc;Midway Games;0.08;0.06;0;0.02;0.16
8540;Dr. Muto;PS2;2002;Platform;Midway Games;0.08;0.06;0;0.02;0.16
8541;Beowulf: The Game;PS3;2007;Action;Ubisoft;0.14;0.01;0;0.01;0.16
8542;Puzzle Quest: Galactrix;DS;2009;Puzzle;D3Publisher;0.15;0;0;0.01;0.16
8545;Fatal Frame II: Crimson Butterfly;PS2;2003;Action;Ubisoft;0.08;0.06;0;0.02;0.16
8546;Angry Birds Trilogy;PS3;2012;Action;Activision;0.12;0.02;0;0.02;0.16
8547;Dewy's Adventure;Wii;2007;Platform;Konami Digital Entertainment;0.14;0;0.01;0.01;0.16
8548;Shadow Man: 2econd Coming;PS2;2002;Adventure;Acclaim Entertainment;0.08;0.06;0;0.02;0.16
8550;NPPL: Championship Paintball 2009;PS3;2008;Shooter;Activision Value;0.15;0;0;0.01;0.16
8551;Dynasty Warriors 4;XB;2003;Action;Tecmo Koei;0.12;0.03;0;0.01;0.16
8552;Wakeboarding Unleashed Featuring Shaun Murray;PS2;2003;Sports;Activision;0.08;0.06;0;0.02;0.16
8553;The Incredibles: Rise of the Underminer;GC;2005;Action;THQ;0.12;0.03;0;0;0.16
8555;Alone in the Dark: The New Nightmare;PS;N/A;Adventure;Infogrames;0.09;0.06;0;0.01;0.16
8557;Flushed Away;GC;2006;Platform;D3Publisher;0.12;0.03;0;0;0.16
8558;Eragon;DS;2006;Action;Vivendi Games;0.13;0.02;0;0.01;0.16
8562;Silent Scope 3;PS2;2002;Shooter;Konami Digital Entertainment;0.08;0.06;0;0.02;0.16
8564;NASCAR Heat 2002;GBA;2002;Racing;Infogrames;0.12;0.04;0;0;0.16
8568;Intellivision Lives!;PS2;2003;Misc;Play It;0.08;0.06;0;0.02;0.16
8569;Field Commander;PSP;2006;Strategy;Sony Online Entertainment;0.14;0;0;0.01;0.16
8570;Robots;GC;2005;Action;Vivendi Games;0.12;0.03;0;0;0.16
8572;The King of Fighters XII;PS3;2009;Fighting;Ignition Entertainment;0.11;0.01;0.03;0.01;0.16
8574;Murdered: Soul Suspect;XOne;2014;Action;Square Enix;0.08;0.07;0;0.01;0.16
8575;Ener-G: Dance Squad;DS;2008;Sports;Ubisoft;0.15;0;0;0.01;0.16
8577;SimEarth: The Living Planet;SNES;1991;Simulation;Imagineer;0;0;0.16;0;0.16
8578;Major League Baseball 2K11;Wii;2011;Sports;Take-Two Interactive;0.15;0;0;0.01;0.16
8580;NBA 2K12;PC;2011;Sports;Take-Two Interactive;0.09;0.05;0;0.02;0.16
8583;Fighters Destiny;N64;1998;Fighting;Ocean;0.13;0.03;0;0;0.16
8584;Asteroids Hyper 64;N64;1999;Shooter;Crave Entertainment;0.13;0.03;0;0;0.16
8585;The Powerpuff Girls: Chemical X-Traction;N64;2001;Action;BAM! Entertainment;0.13;0.03;0;0;0.16
8588;Hydro Thunder;N64;2000;Racing;Midway Games;0.13;0.03;0;0;0.16
8589;Space Invaders;N64;1999;Shooter;Activision;0.13;0.03;0;0;0.16
8590;Starcraft 64;N64;2000;Strategy;Nintendo;0.13;0.03;0;0;0.16
8591;Destruction Derby 64;N64;1999;Racing;THQ;0.13;0.03;0;0;0.16
8592;Buck Bumble;N64;1998;Action;Ubisoft;0.13;0.03;0;0;0.16
8593;California Speed;N64;1999;Misc;Midway Games;0.13;0.03;0;0;0.16
8595;Culdcept SAGA;X360;2006;Role-Playing;Namco Bandai Games;0.12;0;0.03;0.01;0.16
8597;Dragon Ball: Origins 2;DS;2010;Action;Namco Bandai Games;0.05;0.02;0.08;0.01;0.16
8599;Innocent Life: A Futuristic Harvest Moon;PSP;2006;Simulation;Rising Star Games;0.08;0.03;0.03;0.02;0.16
8600;The Crew;PC;2014;Racing;Ubisoft;0;0.15;0;0.01;0.16
8602;Black & Bruised;PS2;2003;Fighting;Vivendi Games;0.08;0.06;0;0.02;0.16
8605;Rapala Pro Fishing;XB;2004;Sports;Zoo Digital Publishing;0.12;0.03;0;0.01;0.16
8606;TimeShift;PS3;2007;Shooter;Vivendi Games;0.14;0.01;0;0.01;0.16
8607;Blitz: The League;X360;2006;Sports;Midway Games;0.15;0;0;0.01;0.16
8611;Time Hollow;DS;2008;Adventure;Konami Digital Entertainment;0.03;0.01;0.11;0;0.16
8612;Farming Simulator 2013;PS3;2013;Simulation;Focus Home Interactive;0;0.1;0.02;0.04;0.16
8613;Rudolph the Red-Nosed Reindeer;Wii;2010;Action;Crave Entertainment;0.15;0;0;0.01;0.16
8616;Ghost in the Shell: Stand Alone Complex;PS2;2004;Adventure;Namco Bandai Games;0.08;0.06;0;0.02;0.16
8618;Bulletstorm;PC;2011;Shooter;Electronic Arts;0.07;0.07;0;0.02;0.16
8620;Shaun White Skateboarding;X360;2010;Sports;Ubisoft;0.1;0.05;0;0.01;0.16
8621;MLB 11: The Show;PSP;2011;Sports;Sony Computer Entertainment;0.15;0;0;0.01;0.16
8623;Amped 3;X360;2005;Sports;Take-Two Interactive;0.13;0.02;0;0.01;0.16
8625;FlatOut 2;PS2;2006;Racing;Empire Interactive;0.08;0.06;0;0.02;0.16
8629;Dynasty Warriors 8;X360;2013;Action;Tecmo Koei;0.09;0.05;0;0.01;0.16
8630;NCAA Final Four 2001;PS;2000;Sports;Sony Computer Entertainment;0.09;0.06;0;0.01;0.16
8631;Tak and the Guardians of Gross;Wii;2008;Action;THQ;0.15;0;0;0.01;0.16
8633;LEGO The Lord of the Rings;DS;2012;Action;Warner Bros. Interactive Entertainment;0;0.14;0;0.02;0.16
8637;Chessmaster: The Art of Learning;DS;2007;Misc;Ubisoft;0.12;0.03;0;0.01;0.16
8640;Konami Krazy Racers;GBA;2001;Racing;Konami Digital Entertainment;0.09;0.03;0.04;0;0.16
8642;Blitz: The League II;PS3;2008;Sports;Midway Games;0.11;0.03;0;0.02;0.16
8643;F-Zero: GP Legend;GBA;2003;Racing;Nintendo;0.11;0.04;0;0;0.16
8646;Mr. Driller 2;GBA;2001;Puzzle;Namco Bandai Games;0;0;0.15;0;0.16
8648;Darksiders II;WiiU;2012;Action;THQ;0.07;0.07;0;0.01;0.16
8649;Dragon's Lair Trilogy;Wii;2010;Adventure;Destineer;0.15;0;0;0.01;0.16
8654;Sniper: Ghost Warrior;PC;2010;Shooter;City Interactive;0;0.13;0;0.03;0.16
8658;Mugen Souls;PS3;2012;Role-Playing;Nippon Ichi Software;0.04;0.03;0.08;0.01;0.16
8663;Saw II: Flesh & Blood;X360;2010;Action;Konami Digital Entertainment;0.1;0.04;0;0.01;0.16
8664;Psychic Force;PS;1996;Fighting;Acclaim Entertainment;0.01;0.01;0.13;0.01;0.16
8665;Trigger Man;PS2;2004;Shooter;Play It;0.08;0.06;0;0.02;0.16
8666;Bomberman Land Touch! 2;DS;2007;Puzzle;Rising Star Games;0.13;0;0.01;0.01;0.16
8667;Michael Jackson: The Experience;PSP;2010;Misc;Ubisoft;0.11;0.03;0;0.02;0.16
8668;The Godfather: Blackhand Edition;Wii;2007;Adventure;Electronic Arts;0.14;0;0;0.01;0.16
8671;Tiger Woods PGA Tour 2004;GC;2003;Sports;Electronic Arts;0.12;0.03;0;0;0.16
8672;Monster House;DS;2006;Adventure;THQ;0.14;0.01;0;0.01;0.16
8673;Angry Birds Star Wars;XOne;2013;Strategy;Activision;0.11;0.04;0;0.01;0.16
8679;DiRT 3;PC;2011;Racing;Codemasters;0;0.13;0;0.03;0.16
8680;Culdcept;3DS;2012;Misc;Nintendo;0;0;0.16;0;0.16
8682;Rudolph the Red-Nosed Reindeer;DS;2010;Action;Crave Entertainment;0.15;0;0;0.01;0.16
8683;WWE '13;Wii;2012;Action;THQ;0.12;0.02;0;0.01;0.16
8684;MX 2002 Featuring Ricky Carmichael;GBA;2001;Racing;THQ;0.11;0.04;0;0;0.16
8687;Bomberman;DS;2005;Puzzle;Ubisoft;0.1;0.02;0.03;0.01;0.16
8688;NBA 2K3;GC;2002;Sports;Sega;0.12;0.03;0;0;0.16
8689;Arcana Heart;PS2;2007;Fighting;AQ Interactive;0.06;0.05;0.04;0.02;0.16
8690;NHL 2005;XB;2004;Sports;Electronic Arts;0.12;0.03;0;0.01;0.16
8692;Infected;PSP;2005;Shooter;THQ;0.14;0;0;0.01;0.16
8693;Battlestar Galactica;PS2;2003;Shooter;Vivendi Games;0.08;0.06;0;0.02;0.16
8696;Bust-A-Move Bash!;Wii;2007;Puzzle;505 Games;0.13;0.01;0;0.01;0.16
8697;Block Party;Wii;2008;Misc;Activision;0.14;0;0;0.01;0.16
8699;The Incredible Hulk: The Pantheon Saga;PS;1996;Action;Eidos Interactive;0.09;0.06;0;0.01;0.16
8700;Darksiders II;PC;2012;Action;Nordic Games;0.03;0.1;0;0.03;0.16
8707;Ultimate Spider-Man;DS;2005;Action;Activision;0.14;0;0;0.01;0.16
8708;Fist of the North Star: Ken's Rage;X360;2010;Action;Ubisoft Annecy;0.07;0.02;0.06;0.01;0.16
8709;Jurassic Park: The Game;X360;N/A;Action;Unknown;0.15;0;0;0.01;0.16
8711;WordJong;DS;2007;Puzzle;White Park Bay Software;0.13;0.01;0;0.01;0.16
8713;Polaris SnoCross;PS;2000;Racing;Vatical Entertainment;0.09;0.06;0;0.01;0.16
8715;Top Spin 4;Wii;2011;Sports;Take-Two Interactive;0.05;0.09;0;0.02;0.16
8716;Prince of Persia: The Forgotten Sands;DS;2010;Action;Ubisoft;0.14;0.01;0;0.01;0.16
8717;Mat Hoffman's Pro BMX 2;GBA;2002;Sports;Activision;0.11;0.04;0;0;0.16
8720;Courier Crisis;PS;1997;Racing;BMG Interactive Entertainment;0.09;0.06;0;0.01;0.15
8721;Bleach: Dark Souls;DS;2007;Fighting;Sega;0.12;0.02;0;0.01;0.15
8722;The Oregon Trail;Wii;2011;Simulation;Crave Entertainment;0.15;0;0;0.01;0.15
8725;FIFA 06: Road to FIFA World Cup;X360;2005;Sports;Electronic Arts;0.11;0.02;0.01;0.01;0.15
8726;Driven;PS2;2001;Racing;BAM! Entertainment;0.08;0.06;0;0.02;0.15
8727;F.E.A.R. 3;PC;2011;Shooter;Warner Bros. Interactive Entertainment;0.04;0.08;0;0.03;0.15
8728;de Blob 2;X360;2011;Platform;THQ;0.1;0.04;0;0.01;0.15
8729;Warhammer 40,000: Fire Warrior;PS2;2003;Shooter;THQ;0.08;0.06;0;0.02;0.15
8730;Hot Wheels: Battle Force 5;DS;2009;Racing;Activision;0.13;0.02;0;0.01;0.15
8732;Deadly Premonition;PS3;2010;Action;Rising Star Games;0.08;0.05;0;0.02;0.15
8733;Bomberman;PSP;2006;Puzzle;Konami Digital Entertainment;0.14;0;0;0.01;0.15
8734;MTV Music Generator 2;PS2;2001;Misc;Codemasters;0.08;0.06;0;0.02;0.15
8735;The Quest Trio;DS;2008;Puzzle;Avanquest;0.14;0.01;0;0.01;0.15
8736;Chaotic: Shadow Warriors;X360;2009;Action;Activision;0.14;0;0;0.01;0.15
8737;Space Invaders Extreme;DS;2008;Shooter;Square Enix;0.12;0.01;0.01;0.01;0.15
8738;Burnout 2: Point of Impact;GC;2003;Racing;Acclaim Entertainment;0.12;0.03;0;0;0.15
8739;Paris-Dakar Rally;PS2;2001;Racing;Acclaim Entertainment;0.08;0.06;0;0.02;0.15
8740;All-Pro Football 2K8;PS3;2007;Sports;Take-Two Interactive;0.14;0;0;0.01;0.15
8744;Stormrise;X360;2009;Strategy;Sega;0.11;0.03;0;0.01;0.15
8745;NHL 2K10;PS3;2009;Sports;Take-Two Interactive;0.13;0.01;0;0.01;0.15
8746;FIFA Street 2;PSP;2006;Sports;Electronic Arts;0.07;0.06;0;0.03;0.15
8747;Tak: The Great Juju Challenge;GC;2005;Platform;THQ;0.12;0.03;0;0;0.15
8750;Knockout Kings 2003;GC;2002;Sports;Electronic Arts;0.12;0.03;0;0;0.15
8751;NCAA Football 2004;GC;2003;Sports;Electronic Arts;0.12;0.03;0;0;0.15
8753;NHL 17;XOne;2016;Sports;Electronic Arts;0.13;0.01;0;0.02;0.15
8754;Jewel Quest Solitaire;DS;2009;Puzzle;GSP;0;0.14;0;0.02;0.15
8755;Metal Gear Solid V: Ground Zeroes;X360;2014;Action;Konami Digital Entertainment;0.07;0.06;0.01;0.01;0.15
8756;Digimon World 4;PS2;2005;Role-Playing;Atari;0.08;0.06;0;0.02;0.15
8759;Klax;2600;1989;Puzzle;Atari;0.14;0.01;0;0;0.15
8767;Murdered: Soul Suspect;PS3;2014;Action;Square Enix;0.05;0.06;0.02;0.02;0.15
8769;Kingdom Under Fire: Heroes;XB;2005;Strategy;Deep Silver;0.11;0.03;0;0.01;0.15
8770;Wolfenstein: The Old Blood;XOne;2015;Action;Bethesda Softworks;0.07;0.07;0;0.01;0.15
8773;Naruto Shippuden: Legends: Akatsuki Rising;PSP;2009;Fighting;Namco Bandai Games;0.14;0;0;0.01;0.15
8774;Scooby-Doo! Unmasked;GC;2005;Platform;THQ;0.12;0.03;0;0;0.15
8775;Streak: Hoverboard Racing;PS;1998;Racing;GT Interactive;0.09;0.06;0;0.01;0.15
8778;Enthusia Professional Racing;PS2;2005;Racing;Konami Digital Entertainment;0.07;0.06;0;0.02;0.15
8779;NCAA GameBreaker 2001;PS2;2000;Sports;Sony Computer Entertainment;0.07;0.06;0;0.02;0.15
8780;Get On Da Mic;PS2;2004;Misc;Eidos Interactive;0.07;0.06;0;0.02;0.15
8781;Heroes of Mana;DS;2007;Strategy;Square Enix;0.08;0.01;0.05;0.01;0.15
8782;Jurassic: The Hunted;Wii;2009;Shooter;Activision;0.14;0;0;0.01;0.15
8783;Army Men: Sarge's War;GC;2004;Shooter;Global Star;0.12;0.03;0;0;0.15
8786;Ice Age 2: The Meltdown;DS;2006;Platform;Vivendi Games;0.13;0.01;0;0.01;0.15
8788;Blazing Angels 2: Secret Missions of WWII;PS3;2007;Simulation;Ubisoft;0.1;0.03;0;0.02;0.15
8789;Bigfoot: Collision Course;DS;2009;Racing;Zoo Digital Publishing;0.14;0;0;0.01;0.15
8793;Frogger's Adventures: The Rescue;GC;2003;Platform;Konami Digital Entertainment;0.12;0.03;0;0;0.15
8794;The Incredibles: Rise of the Underminer;DS;2005;Action;THQ;0.13;0.01;0;0.01;0.15
8795;Darksiders;PC;2010;Action;THQ;0.07;0.06;0;0.02;0.15
8799;MLB Power Pros 2008;PS2;2008;Sports;Konami Digital Entertainment;0.05;0.04;0.05;0.01;0.15
8802;Major League Baseball 2K10;DS;2010;Sports;Take-Two Interactive;0.14;0;0;0.01;0.15
8803;Naruto: Powerful Shippuden;3DS;2012;Platform;Namco Bandai Games;0.08;0.02;0.04;0.01;0.15
8806;Thor: God of Thunder;PS3;2011;Action;Sega;0.07;0.06;0;0.02;0.15
8808;Metal Slug Anthology;Wii;2006;Shooter;Ignition Entertainment;0.12;0.01;0;0.01;0.15
8814;Prince of Persia: The Sands of Time;GBA;2003;Action;Ubisoft;0.11;0.04;0;0;0.15
8816;Zoids: Battle Legends;GC;2003;Action;Tomy Corporation;0.12;0.03;0;0;0.15
8817;World Series Baseball 2K3;XB;2003;Sports;Sega;0.11;0.03;0;0.01;0.15
8818;Serious Sam;XB;2002;Shooter;Take-Two Interactive;0.11;0.03;0;0.01;0.15
8821;Kingdom of Paradise;PSP;2005;Role-Playing;Sony Computer Entertainment;0.14;0;0;0.01;0.15
8823;NBA Street Homecourt;PS3;2007;Sports;Electronic Arts;0.12;0.02;0;0.02;0.15
8824;The Sims Medieval: Pirates and Nobles;PC;2011;Simulation;Electronic Arts;0.05;0.08;0;0.02;0.15
8825;The Cursed Crusade;X360;2011;Action;DTP Entertainment;0.08;0.05;0;0.01;0.15
8826;Super Monkey Ball Adventure;GC;2006;Platform;Sega;0.12;0.03;0;0;0.15
8828;FIFA Soccer 2002;PS;2001;Sports;Electronic Arts;0.08;0.06;0;0.01;0.15
8830;Street Fighter Anniversary Collection;XB;2004;Fighting;Capcom;0.11;0.03;0;0.01;0.15
8833;Shadow Ops: Red Mercury;XB;2004;Shooter;Atari;0.11;0.03;0;0.01;0.15
8834;Indigo Prophecy;PS2;2005;Adventure;Atari;0.07;0.06;0;0.02;0.15
8835;Mind Zero;PSV;2013;Role-Playing;GungHo;0.08;0;0.04;0.02;0.15
8837;NBA ShootOut 2001;PS2;2001;Sports;Sony Computer Entertainment;0.07;0.06;0;0.02;0.15
8838;Earth Defense Force 2025;X360;2013;Shooter;D3Publisher;0.06;0.04;0.05;0.01;0.15
8839;Spider-Man: Friend or Foe;Wii;2007;Action;Activision;0.13;0.01;0;0.01;0.15
8840;Ultimate Board Game Collection;Wii;2007;Misc;Xplosiv;0.14;0;0;0.01;0.15
8841;Syndicate;PS3;2012;Shooter;EA Games;0.07;0.06;0;0.02;0.15
8842;Samurai Shodown Anthology;PS2;2008;Fighting;Ignition Entertainment;0.07;0.06;0;0.02;0.15
8844;Musashi: Samurai Legend;PS2;2005;Role-Playing;Atari;0.07;0.06;0;0.02;0.15
8846;Terraria;PC;2011;Action;Unknown;0;0.13;0;0.02;0.15
8851;F1 2001;PS2;2001;Racing;Electronic Arts;0.07;0.06;0;0.02;0.15
8853;Top Gun: Combat Zones;GC;2002;Simulation;Titus;0.12;0.03;0;0;0.15
8861;NHL 09;PS2;2008;Sports;Electronic Arts;0.07;0.06;0;0.02;0.15
8862;Mirror's Edge Catalyst;XOne;2016;Platform;Electronic Arts;0.08;0.05;0;0.02;0.15
8865;Space Station Silicon Valley;N64;1997;Adventure;Take-Two Interactive;0.12;0.03;0;0;0.15
8866;Dark Rift;N64;1997;Fighting;Vic Tokai;0.12;0.03;0;0;0.15
8868;All-Star Baseball 2003;GC;2002;Sports;Acclaim Entertainment;0.12;0.03;0;0;0.15
8871;T'ai Fu: Wrath of the Tiger;PS;1998;Action;Activision;0.08;0.06;0;0.01;0.15
8872;Rocky;XB;2002;Fighting;Rage Software;0.11;0.03;0;0.01;0.15
8873;Ford Racing 2;XB;2003;Racing;Empire Interactive;0.11;0.03;0;0.01;0.15
8875;Sam & Max: Season One;Wii;2008;Adventure;JoWood Productions;0.13;0.01;0;0.01;0.15
8876;Virtua Tennis 4;Wii;2011;Sports;Sega;0.05;0.08;0;0.02;0.15
8878;Candace Kane's Candy Factory;Wii;2008;Action;Destineer;0.14;0;0;0.01;0.15
8879;BloodRayne 2;XB;2004;Shooter;THQ;0.11;0.03;0;0.01;0.15
8880;Hot Wheels: Beat That!;Wii;2007;Racing;Activision;0.13;0;0;0.01;0.15
8881;Soldier of Fortune: Payback;PS3;2007;Shooter;Activision;0.12;0.02;0;0.01;0.15
8882;Jaws Unleashed;XB;2006;Action;THQ;0.11;0.03;0;0.01;0.15
8885;X-Men: The Official Game;GC;2006;Action;Activision;0.12;0.03;0;0;0.15
8886;Brain Boost: Gamma Wave;DS;2005;Puzzle;505 Games;0.14;0;0;0.01;0.15
8887;Scarface: The World is Yours;Wii;2007;Action;Vivendi Games;0.12;0.01;0;0.01;0.15
8889;Chessmaster II;PS;1998;Strategy;Mindscape;0.08;0.06;0;0.01;0.15
8890;All-Star Baseball 2003;GBA;2002;Sports;Acclaim Entertainment;0.11;0.04;0;0;0.15
8891;Scooby-Doo! Mystery Mayhem;XB;2004;Action;THQ;0.11;0.03;0;0.01;0.15
8893;Major League Baseball 2K13;PS3;2013;Sports;Take-Two Interactive;0.14;0;0;0.01;0.15
8897;Curious George;GC;2006;Action;Namco Bandai Games;0.11;0.03;0;0;0.15
8900;Geist;GC;2005;Adventure;Nintendo;0.11;0.03;0;0;0.15
8902;Cardinal Syn;PS;1998;Fighting;Sony Computer Entertainment;0.08;0.06;0;0.01;0.15
8904;Street Fighter Alpha 3;GBA;2002;Fighting;Capcom;0.11;0.04;0;0;0.15
8905;The Wizard of Oz: Beyond The Yellow Brick Road;DS;2008;Role-Playing;D3Publisher;0.13;0;0;0.01;0.15
8907;Ridge Racer DS;DS;2004;Racing;Namco Bandai Games;0.14;0;0;0.01;0.15
8908;Warriors Orochi 3;PS4;2014;Action;Tecmo Koei;0.04;0.05;0.04;0.02;0.15
8909;Nancy Drew: The White Wolf of Icicle Creek;Wii;2008;Adventure;Sega;0.14;0;0;0.01;0.15
8914;Brain Boost: Beta Wave;DS;2005;Puzzle;505 Games;0.14;0;0;0.01;0.15
8916;Rubik's World;Wii;2008;Puzzle;Game Factory;0.13;0.01;0;0.01;0.15
8918;Shenmue II;DC;2001;Adventure;Sega;0;0;0.15;0;0.15
8919;Major League Baseball 2K8;PS2;2008;Sports;Bethesda Softworks;0.07;0.06;0;0.02;0.15
8921;Fugitive Hunter: War on Terror;PS2;2003;Shooter;Play It;0.07;0.06;0;0.02;0.15
8922;The Incredible Hulk: Ultimate Destruction;GC;2005;Action;Vivendi Games;0.11;0.03;0;0;0.15
8923;Prince of Persia: The Two Thrones;GC;2005;Action;Ubisoft;0.11;0.03;0;0;0.15
8925;Baseball Blast!;Wii;2009;Sports;Take-Two Interactive;0.14;0;0;0.01;0.15
8926;Pac-Man World 3;XB;2005;Platform;Namco Bandai Games;0.11;0.04;0;0.01;0.15
8928;Harvest Moon: Hero of Leaf Valley;PSP;2009;Simulation;Rising Star Games;0.07;0.02;0.05;0.02;0.15
8929;Phantasy Star Online Episode I & II;XB;2003;Role-Playing;Sega;0.11;0.03;0;0.01;0.15
8930;F1 2012;PC;2012;Racing;Codemasters;0.01;0.11;0;0.03;0.15
8931;All-Star Baseball 2005;XB;N/A;Sports;Unknown;0.11;0.03;0;0.01;0.15
8932;Rayman Raving Rabbids;DS;2007;Misc;Ubisoft;0.13;0.01;0;0.01;0.15
8935;Darkstalkers Chronicle: The Chaos Tower;PSP;2004;Fighting;Capcom;0.13;0;0;0.01;0.15
8936;NHL 2K10;X360;2009;Sports;Take-Two Interactive;0.11;0.02;0;0.01;0.15
8937;Batman Begins;GC;2005;Action;Electronic Arts;0.11;0.03;0;0;0.15
8938;Toy Story Racer;PS;2001;Racing;Activision;0.08;0.06;0;0.01;0.15
8940;F1 2011;PSV;2011;Racing;Codemasters;0.03;0.08;0.01;0.03;0.15
8943;Galerians;PS;1999;Adventure;Crave Entertainment;0.08;0.06;0;0.01;0.15
8949;Deus Ex: Mankind Divided;XOne;2016;Role-Playing;Square Enix;0.08;0.06;0;0.01;0.15
8950;Arena Football;XB;2006;Sports;Electronic Arts;0.11;0.03;0;0.01;0.15
8953;Rayman Origins;3DS;2012;Platform;Ubisoft;0.06;0.08;0;0.01;0.15
8954;Thor: God of Thunder;X360;2011;Action;Sega;0.09;0.04;0;0.01;0.15
8955;Medal of Honor: Infiltrator;GBA;2003;Shooter;Electronic Arts;0.11;0.04;0;0;0.15
8956;Risen 2: Dark Waters;X360;2012;Role-Playing;Deep Silver;0.05;0.08;0;0.01;0.15
8958;Geometry Wars: Galaxies;DS;2007;Shooter;Vivendi Games;0.13;0;0;0.01;0.15
8959;Super Monkey Ball Deluxe;XB;2005;Misc;Sega;0.11;0.03;0;0.01;0.15
